,Date,Low,High,Close,Open
5402,2021-04-22,411.13,416.78,412.27,415.89
5401,2021-04-21,411.36,416.29,416.07,411.51
5400,2021-04-20,410.59,415.0859,412.17,413.91
5399,2021-04-19,413.79,416.74,415.21,416.26
5398,2021-04-16,415.73,417.91,417.26,417.25
5397,2021-04-15,413.69,416.16,415.87,413.74
5396,2021-04-14,410.87,413.96,411.45,412.83
5395,2021-04-13,411.12,413.529,412.86,411.53
5394,2021-04-12,410.2,411.93,411.64,410.85
5393,2021-04-09,408.26,411.67,411.49,408.39
5392,2021-04-08,406.93,408.58,408.52,407.93
5391,2021-04-07,405.45,406.96,406.59,405.94
5390,2021-04-06,405.4,407.24,406.12,405.76
5389,2021-04-05,403.38,406.94,406.36,403.46
5388,2021-04-01,398.18,400.67,400.61,398.4
5387,2021-03-31,395.31,398.0,396.33,395.34
5386,2021-03-30,393.02,395.45,394.73,394.42
5385,2021-03-29,392.81,396.75,395.78,394.4
5384,2021-03-26,390.29,396.41,395.98,390.93
5383,2021-03-25,383.9,390.55,389.7,385.98
5382,2021-03-24,387.47,392.75,387.52,391.0
5381,2021-03-23,388.66,393.46,389.5,391.91
5380,2021-03-22,389.97,394.07,392.59,390.03
5379,2021-03-19,387.15,391.569,389.48,389.88
5378,2021-03-18,390.75,396.72,391.48,394.475
5377,2021-03-17,393.3,398.12,397.26,394.53
5376,2021-03-16,395.08,397.83,395.91,397.07
5375,2021-03-15,392.03,396.685,396.41,394.33
5374,2021-03-12,391.2,394.21,394.06,392.07
5373,2021-03-11,391.74,395.65,393.53,392.23
5372,2021-03-10,388.1702,391.4,389.58,389.69
5371,2021-03-09,381.7299,389.91,387.17,385.85
5370,2021-03-08,381.42,387.68,381.72,384.66
5369,2021-03-05,372.64,384.76,383.63,380.46
5368,2021-03-04,371.88,384.0,376.7,381.22
5367,2021-03-03,381.31,386.83,381.42,385.79
5366,2021-03-02,386.0,390.07,386.54,389.82
5365,2021-03-01,380.572,390.92,389.58,385.59
5364,2021-02-26,378.23,385.58,380.36,384.35
5363,2021-02-25,380.7789,391.88,382.33,390.41
5362,2021-02-24,385.27,392.23,391.77,386.33
5361,2021-02-23,380.2,388.945,387.5,384.66
5360,2021-02-22,386.74,389.62,387.03,387.06
5359,2021-02-19,389.55,392.38,390.03,392.07
5358,2021-02-18,387.74,391.515,390.72,389.59
5357,2021-02-17,389.33,392.66,392.39,390.42
5356,2021-02-16,391.53,394.17,392.3,393.96
5355,2021-02-12,389.77,392.9,392.64,389.85
5354,2021-02-11,388.1,391.69,390.71,391.24
5353,2021-02-10,387.5,392.28,390.08,392.12
5352,2021-02-09,389.17,390.89,390.25,389.61
5351,2021-02-08,388.35,390.56,390.51,389.27
5350,2021-02-05,386.1444,388.47,387.71,388.2
5349,2021-02-04,381.9655,386.24,386.19,382.96
5348,2021-02-03,380.48,383.7,381.85,382.435
5347,2021-02-02,376.3181,383.22,381.55,379.65
5346,2021-02-01,370.376,377.34,376.23,373.72
5345,2021-01-29,368.27,376.67,370.07,375.63
5344,2021-01-28,375.89,381.93,377.63,376.36
5343,2021-01-27,372.01,380.32,374.41,380.22
5342,2021-01-26,383.54,385.85,383.79,385.41
5341,2021-01-25,378.46,384.77,384.39,383.67
5340,2021-01-22,381.835,384.1256,382.88,382.25
5339,2021-01-21,383.25,384.95,384.24,384.49
5338,2021-01-20,380.69,384.79,383.89,381.11
5337,2021-01-19,376.75,379.23,378.65,378.34
5336,2021-01-15,373.7,377.58,375.7,376.72
5335,2021-01-14,378.1,381.13,378.46,380.59
5334,2021-01-13,377.85,380.86,379.79,378.69
5333,2021-01-12,376.36,379.86,378.77,378.89
5332,2021-01-11,377.7189,380.58,378.69,377.85
5331,2021-01-08,377.1,381.49,381.26,380.59
5330,2021-01-07,375.91,379.9,379.1,376.1
5329,2021-01-06,369.12,376.98,373.55,369.71
5328,2021-01-05,368.05,372.5,371.33,368.1
5327,2021-01-04,364.82,375.45,368.79,375.31
5326,2020-12-31,371.232,374.66,373.88,371.78
5325,2020-12-30,371.57,373.1,371.99,372.34
5324,2020-12-29,370.83,374.0,371.46,373.81
5323,2020-12-28,371.07,372.59,372.17,371.74
5322,2020-12-24,367.45,369.03,369.0,368.08
5321,2020-12-23,367.2172,369.62,367.57,368.28
5320,2020-12-22,366.03,368.3317,367.24,368.21
5319,2020-12-21,362.03,378.46,367.86,364.97
5318,2020-12-18,367.02,371.15,369.18,370.97
5317,2020-12-17,371.05,372.46,372.24,371.94
5316,2020-12-16,368.8676,371.16,370.17,369.82
5315,2020-12-15,365.92,369.59,369.59,367.4
5314,2020-12-14,364.47,369.8,364.66,368.64
5313,2020-12-11,363.26,366.7402,366.3,364.9
5312,2020-12-10,364.43,367.86,366.73,365.37
5311,2020-12-09,365.95,371.05,366.85,370.88
5310,2020-12-08,367.67,370.78,370.17,367.72
5309,2020-12-07,367.72,369.62,369.09,369.02
5308,2020-12-04,367.22,369.85,369.85,367.32
5307,2020-12-03,365.5,368.19,366.69,366.68
5306,2020-12-02,364.2,366.96,366.79,364.82
5305,2020-12-01,364.93,367.68,366.02,365.57
5304,2020-11-30,359.17,363.12,362.06,362.83
5303,2020-11-27,362.58,364.18,363.67,363.84
5302,2020-11-25,361.48,363.16,362.66,363.13
5301,2020-11-24,359.29,363.81,363.22,360.21
5300,2020-11-23,354.865,358.82,357.46,357.28
5299,2020-11-20,355.25,357.72,355.33,357.5
5298,2020-11-19,354.15,358.18,357.78,355.6
5297,2020-11-18,356.24,361.5,356.28,360.91
5296,2020-11-17,358.34,361.92,360.62,359.97
5295,2020-11-16,359.59,362.78,362.57,360.98
5294,2020-11-13,354.71,358.9,358.1,355.27
5293,2020-11-12,351.26,356.7182,353.21,355.58
5292,2020-11-11,355.06,357.56,356.67,356.4
5291,2020-11-10,350.51,355.18,354.04,353.49
5290,2020-11-09,354.06,364.38,354.56,363.97
5289,2020-11-06,347.65,351.51,350.16,349.93
5288,2020-11-05,348.86,352.19,350.24,349.24
5287,2020-11-04,339.59,347.94,343.54,340.86
5286,2020-11-03,330.2935,338.25,336.03,333.69
5285,2020-11-02,327.24,332.36,330.2,330.2
5284,2020-10-30,322.6,329.69,326.54,328.28
5283,2020-10-29,325.09,333.395,329.98,326.91
5282,2020-10-28,326.13,338.2483,326.66,332.1
5281,2020-10-27,337.99,340.12,338.22,339.76
5280,2020-10-26,335.62,342.98,339.39,342.13
5279,2020-10-23,343.13,345.99,345.78,345.93
5278,2020-10-22,340.65,345.24,344.61,342.96
5277,2020-10-21,342.4,348.6847,342.73,343.33
5276,2020-10-20,342.64,346.88,343.38,343.46
5275,2020-10-19,341.04,349.33,342.01,348.65
5274,2020-10-16,347.1,350.75,347.29,348.96
5273,2020-10-15,343.13,348.02,347.5,343.71
5272,2020-10-14,347.14,351.93,347.93,350.75
5271,2020-10-13,349.09,352.4651,350.13,352.28
5270,2020-10-12,349.06,354.02,352.43,349.59
5269,2020-10-09,344.89,347.35,346.85,345.56
5268,2020-10-08,341.86,343.85,343.78,342.85
5267,2020-10-07,338.09,341.63,340.76,338.12
5266,2020-10-06,334.38,342.17,334.93,339.91
5265,2020-10-05,336.01,339.96,339.76,336.06
5264,2020-10-02,331.19,337.0126,333.84,331.7
5263,2020-10-01,335.01,338.74,337.04,337.69
5262,2020-09-30,332.88,338.29,334.89,333.09
5261,2020-09-29,331.6209,334.77,332.37,333.97
5260,2020-09-28,332.15,334.96,334.19,333.22
5259,2020-09-25,321.64,329.58,328.73,322.58
5258,2020-09-24,319.8,326.797,323.5,321.22
5257,2020-09-23,322.1,331.2,322.64,330.9
5256,2020-09-22,325.86,330.9,330.3,328.57
5255,2020-09-21,321.73,327.13,326.97,325.7
5254,2020-09-18,327.97,335.49,330.65,335.37
5253,2020-09-17,332.991,337.6996,335.84,333.56
5252,2020-09-16,338.52,343.06,338.82,341.51
5251,2020-09-15,338.4683,342.02,340.17,341.12
5250,2020-09-14,334.2208,340.38,338.46,337.49
5249,2020-09-11,331.0,336.97,334.06,335.82
5248,2020-09-10,332.85,342.53,333.89,341.82
5247,2020-09-09,336.61,342.46,339.79,337.55
5246,2020-09-08,332.88,342.64,333.21,336.71
5245,2020-09-04,334.87,347.83,342.57,346.13
5244,2020-09-03,342.59,356.38,345.39,355.87
5243,2020-09-02,353.43,358.75,357.7,354.67
5242,2020-09-01,349.24,352.71,352.6,350.21
5241,2020-08-31,349.06,351.3,349.31,350.35
5240,2020-08-28,348.15,350.72,350.58,349.44
5239,2020-08-27,346.53,349.9,348.33,348.51
5238,2020-08-26,344.17,347.86,347.57,344.76
5237,2020-08-25,342.27,344.21,344.12,343.53
5236,2020-08-24,339.4504,343.0,342.92,342.12
5235,2020-08-21,337.55,339.72,339.48,337.92
5234,2020-08-20,335.22,338.8,338.28,335.36
5233,2020-08-19,336.62,339.61,337.23,339.05
5232,2020-08-18,336.61,339.1,338.64,338.34
5231,2020-08-17,336.8517,338.34,337.91,337.94
5230,2020-08-14,335.62,337.42,336.84,336.41
5229,2020-08-13,335.83,338.2514,336.83,336.61
5228,2020-08-12,332.8377,338.28,337.44,335.44
5227,2020-08-11,332.01,337.54,332.8,336.85
5226,2020-08-10,332.955,335.77,335.57,335.06
5225,2020-08-07,332.3,334.88,334.57,333.28
5224,2020-08-06,331.13,334.46,334.33,331.4799
5223,2020-08-05,331.18,332.39,332.11,331.47
5222,2020-08-04,327.86,330.06,330.06,327.86
5221,2020-08-03,327.73,329.62,328.79,328.32
5220,2020-07-31,321.33,326.63,326.52,325.9
5219,2020-07-30,319.64,324.41,323.96,321.9
5218,2020-07-29,322.075,325.73,325.12,322.12
5217,2020-07-28,320.85,323.64,321.17,322.43
5216,2020-07-27,320.775,323.41,323.22,321.63
5215,2020-07-24,319.246,321.99,320.88,320.95
5214,2020-07-23,321.48,327.23,322.96,326.47
5213,2020-07-22,324.5,327.2,326.86,324.62
5212,2020-07-21,323.94,326.93,325.01,326.45
5211,2020-07-20,320.62,325.13,324.32,321.43
5210,2020-07-17,319.74,322.57,321.72,321.88
5209,2020-07-16,319.09,321.28,320.79,319.79
5208,2020-07-15,319.27,323.04,321.85,322.41
5207,2020-07-14,312.0,319.76,318.92,313.3
5206,2020-07-13,314.13,322.71,314.84,320.13
5205,2020-07-10,312.76,317.88,317.59,314.31
5204,2020-07-09,310.68,317.1,314.38,316.84
5203,2020-07-08,312.7,316.3,316.18,314.61
5202,2020-07-07,313.37,317.52,313.78,315.38
5201,2020-07-06,315.56,317.68,317.05,316.37
5200,2020-07-02,311.51,315.7,312.23,314.24
5199,2020-07-01,309.07,311.89,310.52,309.57
5198,2020-06-30,303.82,310.2,308.36,303.99
5197,2020-06-29,298.93,304.61,304.46,301.41
5196,2020-06-26,299.42,306.39,300.05,306.16
5195,2020-06-25,301.28,307.64,307.35,303.47
5194,2020-06-24,302.1,310.51,304.09,309.84
5193,2020-06-23,311.61,314.5,312.05,313.49
5192,2020-06-22,306.75,311.05,310.62,307.99
5191,2020-06-19,306.53,314.38,308.64,314.17
5190,2020-06-18,309.51,312.3,311.78,310.01
5189,2020-06-17,310.86,314.39,311.66,314.07
5188,2020-06-16,307.67,315.64,312.96,315.48
5187,2020-06-15,296.74,308.28,307.05,298.02
5186,2020-06-12,298.6,309.08,304.21,308.24
5185,2020-06-11,300.01,312.15,300.61,311.46
5184,2020-06-10,318.22,322.39,319.0,321.42
5183,2020-06-09,319.36,323.28,320.79,320.3
5182,2020-06-08,319.63,323.41,323.2,320.22
5181,2020-06-05,317.16,321.27,319.34,317.23
5180,2020-06-04,309.08,313.0,311.36,311.11
5179,2020-06-03,309.94,313.22,312.18,310.24
5178,2020-06-02,305.1,308.13,308.08,306.55
5177,2020-06-01,303.06,306.21,305.55,303.62
5176,2020-05-29,299.47,304.96,304.32,302.46
5175,2020-05-28,302.24,306.84,302.97,304.65
5174,2020-05-27,296.87,303.57,303.53,302.12
5173,2020-05-26,295.46,302.19,299.08,301.93
5172,2020-05-22,293.22,295.63,295.44,294.57
5171,2020-05-21,293.69,297.67,294.88,296.79
5170,2020-05-20,295.57,297.87,296.93,295.82
5169,2020-05-19,291.95,296.21,291.97,294.35
5168,2020-05-18,292.7,296.75,295.0,293.05
5167,2020-05-15,281.34,286.33,286.28,282.37
5166,2020-05-14,272.99,285.11,284.97,278.95
5165,2020-05-13,278.96,287.19,281.6,286.06
5164,2020-05-12,286.52,294.24,286.67,293.79
5163,2020-05-11,289.88,294.0,292.5,290.34
5162,2020-05-08,289.86,292.95,292.44,291.09
5161,2020-05-07,287.13,289.78,287.68,287.75
5160,2020-05-06,283.78,288.46,284.25,288.04
5159,2020-05-05,283.71,289.25,286.19,286.64
5158,2020-05-04,279.13,283.9,283.57,280.74
5157,2020-05-01,281.52,290.66,282.79,285.31
5156,2020-04-30,288.59,293.32,290.48,291.71
5155,2020-04-29,290.41,294.88,293.21,291.53
5154,2020-04-28,285.4,291.4,285.73,291.02
5153,2020-04-27,284.62,288.27,287.05,285.12
5152,2020-04-24,278.5,283.7,282.97,280.73
5151,2020-04-23,278.75,283.94,279.08,280.49
5150,2020-04-22,276.91,281.0,279.1,278.35
5149,2020-04-21,272.02,278.04,273.04,276.73
5148,2020-04-20,281.35,286.79,281.59,282.61
5147,2020-04-17,282.4,287.3,286.64,285.38
5146,2020-04-16,275.76,280.03,279.1,279.15
5145,2020-04-15,275.46,283.94,277.76,277.57
5144,2020-04-14,275.51,284.9,283.79,280.98
5143,2020-04-13,271.41,277.51,275.66,277.14
5142,2020-04-09,275.47,281.2,278.2,277.58
5141,2020-04-08,265.25,276.0,274.03,267.96
5140,2020-04-07,264.89,275.03,265.13,274.21
5139,2020-04-06,248.17,267.0,264.86,257.84
5138,2020-04-03,245.22,253.32,248.19,250.76
5137,2020-04-02,244.59,252.68,251.83,245.19
5136,2020-04-01,243.9,257.66,246.15,247.98
5135,2020-03-31,256.22,263.33,257.75,260.56
5134,2020-03-30,253.53,262.43,261.65,255.7
5133,2020-03-27,251.05,260.81,253.42,253.27
5132,2020-03-26,249.05,262.8,261.2,249.52
5131,2020-03-25,239.75,256.35,246.79,244.87
5130,2020-03-24,233.8,244.1,243.15,234.42
5129,2020-03-23,218.26,229.68,222.95,228.19
5128,2020-03-20,228.5,244.47,228.8,242.53
5127,2020-03-19,232.22,247.38,240.51,239.25
5126,2020-03-18,228.02,248.37,240.0,236.25
5125,2020-03-17,237.07,256.17,252.8,245.04
5124,2020-03-16,237.36,256.9,239.85,241.18
5123,2020-03-13,248.52,271.48,269.32,263.09
5122,2020-03-12,247.68,266.66,248.11,256.0
5121,2020-03-11,270.88,281.94,274.36,280.7
5120,2020-03-10,273.5,288.52,288.42,284.64
5119,2020-03-09,273.45,284.19,274.23,275.3
5118,2020-03-06,290.23,298.78,297.46,293.15
5117,2020-03-05,300.01,308.47,302.46,304.98
5116,2020-03-04,303.33,313.1,312.86,306.12
5115,2020-03-03,297.57,313.84,300.24,309.5
5114,2020-03-02,294.46,309.16,309.09,298.21
5113,2020-02-28,285.54,297.89,296.26,288.7
5112,2020-02-27,297.51,311.56,297.51,305.46
5111,2020-02-26,310.7,318.11,311.5,314.18
5110,2020-02-25,311.69,324.61,312.65,323.94
5109,2020-02-24,321.24,333.56,322.42,323.14
5108,2020-02-21,332.58,335.81,333.48,335.47
5107,2020-02-20,333.68,338.64,336.95,337.74
5106,2020-02-19,337.48,339.08,338.34,337.79
5105,2020-02-18,335.21,337.67,336.73,336.51
5104,2020-02-14,336.2,337.73,337.6,337.51
5103,2020-02-13,335.56,338.12,337.06,335.86
5102,2020-02-12,336.43,337.65,337.42,336.83
5101,2020-02-11,334.68,337.02,335.26,336.16
5100,2020-02-10,331.19,334.75,334.68,331.23
5099,2020-02-07,331.6,333.99,332.2,332.82
5098,2020-02-06,332.8,334.19,333.98,333.91
5097,2020-02-05,330.67,333.09,332.86,332.27
5096,2020-02-04,327.72,330.01,329.06,328.07
5095,2020-02-03,323.22,326.16,324.12,323.35
5094,2020-01-31,320.73,327.17,321.73,327.0
5093,2020-01-30,323.54,327.91,327.68,324.36
5092,2020-01-29,326.4,328.63,326.62,328.38
5091,2020-01-28,323.6,327.85,326.89,325.06
5090,2020-01-27,322.66,325.12,323.5,323.03
5089,2020-01-24,327.36,332.53,328.77,332.44
5088,2020-01-23,329.41,332.17,331.72,330.63
5087,2020-01-22,331.17,332.95,331.34,332.24
5086,2020-01-21,330.82,332.18,331.3,330.9
5085,2020-01-17,330.85,332.18,331.95,331.7
5084,2020-01-16,329.45,330.92,330.92,329.7
5083,2020-01-15,327.26,329.02,328.19,327.35
5082,2020-01-14,326.84,328.62,327.45,327.47
5081,2020-01-13,325.92,327.96,327.95,326.39
5080,2020-01-10,325.2,327.46,325.71,327.29
5079,2020-01-09,325.52,326.73,326.65,326.16
5078,2020-01-08,322.67,325.78,324.45,322.94
5077,2020-01-07,322.24,323.54,322.73,323.02
5076,2020-01-06,320.36,323.73,323.64,320.49
5075,2020-01-03,321.1,323.64,322.41,321.16
5074,2020-01-02,322.53,324.89,324.87,323.54
5073,2019-12-31,320.15,322.13,321.86,320.53
5072,2019-12-30,320.55,323.1,321.08,322.95
5071,2019-12-27,322.28,323.8,322.86,323.74
5070,2019-12-26,321.64,322.95,322.94,321.65
5069,2019-12-24,320.9,321.52,321.23,321.47
5068,2019-12-23,321.06,321.65,321.22,321.59
5067,2019-12-20,319.39,321.97,320.73,320.46
5066,2019-12-19,319.52,320.98,320.9,319.8
5065,2019-12-18,319.53,320.25,319.59,320.0
5064,2019-12-17,319.48,320.25,319.57,319.92
5063,2019-12-16,317.25,320.15,319.5,319.22
5062,2019-12-13,316.02,318.67,317.32,316.87
5061,2019-12-12,314.17,317.99,317.13,314.43
5060,2019-12-11,313.44,314.7,314.42,314.03
5059,2019-12-10,312.81,314.55,313.53,313.82
5058,2019-12-09,313.8,315.18,313.88,314.44
5057,2019-12-06,314.11,315.31,314.87,314.12
5056,2019-12-05,310.58,312.25,312.02,312.23
5055,2019-12-04,310.32,312.12,311.46,310.7
5054,2019-12-03,307.13,309.64,309.55,308.65
5053,2019-12-02,311.17,314.66,311.64,314.59
5052,2019-11-29,314.06,315.13,314.31,314.86
5051,2019-11-27,314.37,315.48,315.48,314.61
5050,2019-11-26,313.06,314.28,314.08,313.41
5049,2019-11-25,311.98,313.37,313.37,311.98
5048,2019-11-22,309.85,311.24,310.96,311.09
5047,2019-11-21,309.39,311.01,310.27,310.89
5046,2019-11-20,309.06,311.85,310.77,311.28
5045,2019-11-19,311.22,312.69,311.93,312.68
5044,2019-11-18,311.03,312.28,312.02,311.53
5043,2019-11-15,310.26,311.84,311.79,311.02
5042,2019-11-14,308.09,309.64,309.55,308.79
5041,2019-11-13,307.66,309.54,309.1,307.91
5040,2019-11-12,308.15,309.99,309.0,308.75
5039,2019-11-11,307.27,308.54,308.35,307.42
5038,2019-11-08,307.03,309.0,308.94,307.8
5037,2019-11-07,307.66,309.65,308.18,308.57
5036,2019-11-06,306.06,307.4,307.1,307.03
5035,2019-11-05,306.71,307.92,307.03,307.59
5034,2019-11-04,306.96,308.0,307.37,307.85
5033,2019-11-01,304.74,306.19,306.14,304.92
5032,2019-10-31,301.73,304.13,303.33,304.13
5031,2019-10-30,301.99,304.55,304.14,303.43
5030,2019-10-29,302.86,304.23,303.21,303.0
5029,2019-10-28,302.91,303.85,303.3,302.94
5028,2019-10-25,299.68,302.2,301.6,299.74
5027,2019-10-24,299.46,301.07,300.37,300.91
5026,2019-10-23,298.5,299.94,299.88,298.73
5025,2019-10-22,298.91,300.9,299.01,300.58
5024,2019-10-21,298.94,300.21,299.99,299.42
5023,2019-10-18,297.03,299.4,297.97,298.69
5022,2019-10-17,298.52,300.24,299.28,299.68
5021,2019-10-16,297.92,299.16,298.4,298.37
5020,2019-10-15,296.97,299.7,298.88,297.1
5019,2019-10-14,295.57,296.67,295.95,295.93
5018,2019-10-11,296.14,298.74,296.28,296.27
5017,2019-10-10,291.0,294.21,293.24,291.18
5016,2019-10-09,290.06,292.3,291.27,290.75
5015,2019-10-08,288.49,291.85,288.53,291.04
5014,2019-10-07,292.77,295.26,293.08,293.47
5013,2019-10-04,291.08,294.63,294.35,291.14
5012,2019-10-03,284.82,290.45,290.42,287.81
5011,2019-10-02,286.64,291.51,288.06,291.5
5010,2019-10-01,293.0,298.46,293.24,297.74
5009,2019-09-30,295.92,297.55,296.77,295.97
5008,2019-09-27,293.69,297.95,295.4,297.83
5007,2019-09-26,295.45,297.86,297.0,297.63
5006,2019-09-25,294.33,298.11,297.62,295.96
5005,2019-09-24,294.81,299.84,295.87,299.41
5004,2019-09-23,297.27,299.0,298.21,297.55
5003,2019-09-20,297.41,300.67,298.28,300.36
5002,2019-09-19,300.71,302.63,301.08,301.53
5001,2019-09-18,298.24,301.22,301.1,300.49
5000,2019-09-17,299.75,301.02,300.92,299.94
4999,2019-09-16,299.45,301.14,300.16,299.84
4998,2019-09-13,300.68,302.17,301.09,301.78
4997,2019-09-12,300.41,302.46,301.29,301.25
4996,2019-09-11,297.75,300.34,300.25,298.47
4995,2019-09-10,295.97,298.2,298.13,297.36
4994,2019-09-09,297.16,299.24,298.2,299.14
4993,2019-09-06,297.42,298.76,298.05,298.17
4992,2019-09-05,294.0,298.83,297.82,296.79
4991,2019-09-04,292.31,294.06,294.04,293.14
4990,2019-09-03,289.27,291.58,290.74,290.57
4989,2019-08-30,291.42,294.24,292.45,294.22
4988,2019-08-29,290.61,293.16,292.58,291.72
4987,2019-08-28,285.25,289.07,288.89,286.14
4986,2019-08-27,286.03,289.95,286.87,289.54
4985,2019-08-26,285.58,288.0,288.0,287.27
4984,2019-08-23,283.47,292.76,284.85,290.92
4983,2019-08-22,290.4,293.93,292.36,293.23
4982,2019-08-21,291.72,292.86,292.45,292.48
4981,2019-08-20,289.95,292.36,290.09,291.77
4980,2019-08-19,291.44,293.08,292.33,292.19
4979,2019-08-16,284.7138,289.33,288.85,286.48
4978,2019-08-15,282.39,285.64,284.65,284.88
4977,2019-08-14,283.76,288.74,283.9,288.07
4976,2019-08-13,287.36,294.15,292.55,287.74
4975,2019-08-12,287.02,291.61,288.07,289.96
4974,2019-08-09,289.65,293.24,291.62,292.58
4973,2019-08-08,289.01,293.62,293.62,289.62
4972,2019-08-07,282.04,288.82,287.97,284.4
4971,2019-08-06,284.28,288.04,287.8,285.91
4970,2019-08-05,281.72,288.21,283.82,288.09
4969,2019-08-02,290.9,294.12,292.62,293.85
4968,2019-08-01,293.96,300.87,294.84,297.6
4967,2019-07-31,295.2,301.2,297.43,300.99
4966,2019-07-30,299.49,301.17,300.72,299.91
4965,2019-07-29,300.85,302.01,301.46,301.88
4964,2019-07-26,300.62,302.23,302.01,300.76
4963,2019-07-25,299.11,301.0,300.0,300.94
4962,2019-07-24,299.09,301.44,301.44,299.19
4961,2019-07-23,298.22,300.03,300.03,299.14
4960,2019-07-22,297.04,298.5,297.9,297.61
4959,2019-07-19,296.98,300.07,297.17,300.04
4958,2019-07-18,296.7,299.25,298.83,297.19
4957,2019-07-17,297.74,299.93,297.74,299.75
4956,2019-07-16,299.44,300.88,299.78,300.65
4955,2019-07-15,300.19,301.13,300.75,301.13
4954,2019-07-12,299.51,300.73,300.65,299.85
4953,2019-07-11,298.2,299.58,299.31,299.32
4952,2019-07-10,297.78,299.66,298.61,298.37
4951,2019-07-09,295.48,297.52,297.19,295.54
4950,2019-07-08,296.22,298.26,296.82,297.01
4949,2019-07-05,296.01,298.64,298.46,297.44
4948,2019-07-03,297.02,298.82,298.8,297.18
4947,2019-07-02,294.68,296.49,296.43,295.61
4946,2019-07-01,294.33,296.92,295.66,296.68
4945,2019-06-28,292.01,293.55,293.0,292.58
4944,2019-06-27,290.89,292.06,291.5,291.31
4943,2019-06-26,290.35,292.31,290.47,291.75
4942,2019-06-25,290.64,293.73,290.76,293.7
4941,2019-06-24,293.47,294.58,293.64,294.23
4940,2019-06-21,293.76,295.52,294.0,294.13
4939,2019-06-20,293.13,296.31,295.86,296.04
4938,2019-06-19,291.47,293.65,293.06,292.55
4937,2019-06-18,290.99,293.57,292.4,291.39
4936,2019-06-17,289.18,290.22,289.37,289.52
4935,2019-06-14,288.41,289.93,289.26,289.26
4934,2019-06-13,288.62,289.98,289.58,289.4
4933,2019-06-12,287.82,289.26,288.39,288.64
4932,2019-06-11,288.18,291.4,288.9,290.99
4931,2019-06-10,288.87,290.82,288.97,289.37
4930,2019-06-07,285.74,288.85,287.65,285.93
4929,2019-06-06,282.57,285.55,284.8,283.29
4928,2019-06-05,280.32,282.99,282.96,282.33
4927,2019-06-04,276.62,280.68,280.53,277.12
4926,2019-06-03,273.09,276.55,274.57,275.31
4925,2019-05-31,275.24,277.12,275.27,276.2
4924,2019-05-30,277.81,280.04,279.03,279.11
4923,2019-05-29,276.71,279.36,278.27,278.91
4922,2019-05-28,280.13,284.15,280.15,283.09
4921,2019-05-24,282.09,284.2,282.78,283.74
4920,2019-05-23,280.57,283.21,282.14,283.16
4919,2019-05-22,285.1,286.69,285.63,285.45
4918,2019-05-21,285.55,286.93,286.51,285.83
4917,2019-05-20,283.12,285.96,283.95,284.06
4916,2019-05-17,285.12,288.6,285.84,285.14
4915,2019-05-16,285.76,289.21,287.7,285.84
4914,2019-05-15,281.36,285.77,285.06,281.59
4913,2019-05-14,281.85,285.1,283.4,281.99
4912,2019-05-13,279.93,283.49,280.86,282.42
4911,2019-05-10,282.3,288.94,288.1,285.62
4910,2019-05-09,283.3,287.33,286.66,285.23
4909,2019-05-08,286.87,289.43,287.53,287.53
4908,2019-05-07,285.81,290.81,287.93,290.15
4907,2019-05-06,288.9,293.31,292.82,289.25
4906,2019-05-03,291.3,294.34,294.03,292.82
4905,2019-05-02,289.52,292.7,291.18,291.68
4904,2019-05-01,291.8,294.95,291.81,294.72
4903,2019-04-30,291.92,294.34,294.02,293.49
4902,2019-04-29,293.41,294.45,293.87,293.51
4901,2019-04-26,291.24,293.49,293.41,292.1
4900,2019-04-25,290.73,292.78,292.05,292.12
4899,2019-04-24,292.07,293.16,292.23,292.79
4898,2019-04-23,290.42,293.14,292.88,290.68
4897,2019-04-22,289.07,290.44,290.27,289.17
4896,2019-04-18,288.66,290.32,290.02,290.1
4895,2019-04-17,288.99,291.43,289.45,291.4
4894,2019-04-16,289.5,291.01,290.16,290.95
4893,2019-04-15,289.08,290.35,289.97,290.24
4892,2019-04-12,288.26,290.47,290.16,290.0
4891,2019-04-11,287.58,288.84,288.21,288.83
4890,2019-04-10,287.31,288.39,288.29,287.77
4889,2019-04-09,286.7,288.08,287.31,287.72
4888,2019-04-08,287.37,288.91,288.79,288.1
4887,2019-04-05,287.6,288.63,288.57,287.92
4886,2019-04-04,286.01,287.46,287.18,286.78
4885,2019-04-03,285.75,287.76,286.42,287.32
4884,2019-04-02,285.09,286.23,285.97,286.04
4883,2019-04-01,284.4,286.16,285.83,284.7
4882,2019-03-29,281.14,282.84,282.48,282.39
4881,2019-03-28,279.07,281.21,280.71,280.35
4880,2019-03-27,277.93,281.76,279.65,281.11
4879,2019-03-26,279.56,282.18,281.12,280.99
4878,2019-03-25,277.64,280.19,279.04,278.87
4877,2019-03-22,279.18,283.8,279.25,283.22
4876,2019-03-21,280.59,285.18,284.73,280.64
4875,2019-03-20,280.32,283.5,281.55,282.16
4874,2019-03-19,281.41,284.36,282.4,283.51
4873,2019-03-18,281.3,282.66,282.33,281.55
4872,2019-03-15,280.33,282.21,281.31,280.54
4871,2019-03-14,280.67,281.84,281.16,281.37
4870,2019-03-13,280.3,282.38,281.34,280.48
4869,2019-03-12,278.85,280.07,279.49,279.06
4868,2019-03-11,275.23,278.62,278.44,275.26
4867,2019-03-08,272.42,274.65,274.46,272.94
